"user_id","status_id","created_at","screen_name","text","is_quote","is_retweet","favorite_count","retweet_count","quote_count","hashtags","name","location"
"2496436844","1318457950730596352","2020-10-20 07:44:05","tsdivinus","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","tsDivinus","Israel  triggerhouse@aol.com"
"790220237333467136","1318457739287384066","2020-10-20 07:43:15","Tochukwusage","@adekunleGOLD 1/2 Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS     in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax in South Africa #GBV #HumanTrafficking","FALSE","TRUE","0","2",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Sage The Unruly says #EndSARS #ENDSWAT","The Edge of Chaos."
"927733460","1318457357462949888","2020-10-20 07:41:44","CYrillX","Africa is waking up<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>

 in Nigeria #EndSARS   
In Zimbabwe #ZimbabweanLivesMatter
In Namibia #ShutItAllDown 
In the DRC #CongoIsBleeding 
In Cameroon #EndPhoneTax 
In South Africa #GBV #HumanTrafficking 

Africa has suffered enough and we are almost there.

#ENDBADGOVERNANCE","FALSE","TRUE","0","116",NA,"c(""EndSARS"", ""ZimbabweanLivesMatter"", ""ShutItAllDown"")","Da CY","Under The Shadow"
"799941631734583296","1318457274483068930","2020-10-20 07:41:24","Nwangwuafam","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","nwangwu afam",""
"2904350459","1318457239401791488","2020-10-20 07:41:16","Oddosman","@AishaYesufu 1/2 Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS      in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax in South Africa #GBV #HumanTrafficking","FALSE","TRUE","0","4",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Raji lukmon","Lagos, Nigeria"
"1266264311321645056","1318457148087668736","2020-10-20 07:40:54","peterrex_1","@segalink @SIAF_NG Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","36",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Peterson",""
"1085218360160325633","1318457015191130113","2020-10-20 07:40:22","maxieguddy","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Maxieguddy",""
"962201136525692933","1318456520913375234","2020-10-20 07:38:24","ThatCuteNerd","Africa is waking up<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>

 in Nigeria #EndSARS   
In Zimbabwe #ZimbabweanLivesMatter
In Namibia #ShutItAllDown 
In the DRC #CongoIsBleeding 
In Cameroon #EndPhoneTax 
In South Africa #GBV #HumanTrafficking 

Africa has suffered enough and we are almost there.

#ENDBADGOVERNANCE","FALSE","TRUE","0","116",NA,"c(""EndSARS"", ""ZimbabweanLivesMatter"", ""ShutItAllDown"")","Envoy of Tremor <U+0001F32A><U+FE0F>","Bikini Bottom"
"1305488624","1318456488034209793","2020-10-20 07:38:17","martin_bitrus","@segalink @SIAF_NG Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","36",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","martin bitrus","Kaduna, Nigeria"
"3549374417","1318456425505579009","2020-10-20 07:38:02","OdiasePeterson","@uchejombo @iam_wilsons Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","3",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Petitude","Lagos, Nigeria"
"758038795639853056","1318456130503397376","2020-10-20 07:36:51","Katascadero","US Arrests Mexico’s Former Defense Secretary In Los Angeles - He's Known As ""THE GODFATHER"" In The Criminal Underworld. A VERY BAD HUGE FISH IS CAUGHT! THANK YOU <U+0001F1FA><U+0001F1F8>    
https://t.co/cyeqIwnvvD #OpiodCrisis #CartelTerrorists #BorderCrisis #HumanTrafficking #DrugTrafficking https://t.co/VEmO9lSUsH","FALSE","TRUE","0","320",NA,NA,"<U+274C>The Anti-Activist<U+274C>","Occupied Kalifornistan, USA"
"368089704","1318455889536352258","2020-10-20 07:35:54","DamilolaAlashe","@iiampsticks Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","7",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","<U+0001F49E>",""
"1257769148802834433","1318455675396259841","2020-10-20 07:35:03","nadiyarrh","@segalink @SIAF_NG Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","36",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","I SEE YOU <U+0001F9D0><U+0001F9D0>",""
"365584972","1318455671021539328","2020-10-20 07:35:02","_eniade","Africa is waking up<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>

 in Nigeria #EndSARS   
In Zimbabwe #ZimbabweanLivesMatter
In Namibia #ShutItAllDown 
In the DRC #CongoIsBleeding 
In Cameroon #EndPhoneTax 
In South Africa #GBV #HumanTrafficking 

Africa has suffered enough and we are almost there.

#ENDBADGOVERNANCE","FALSE","TRUE","0","116",NA,"c(""EndSARS"", ""ZimbabweanLivesMatter"", ""ShutItAllDown"")","oluwashidaota","Centre of Xcellence"
"780356037488631808","1318455631490277376","2020-10-20 07:34:52","MichaelOsumune","@Rene_noire Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","73",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Osumune Michael","Lagos, Nigeria"
"98460841","1318455587064188928","2020-10-20 07:34:42","Emperorsoles","@is_salsu Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","3",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Emperor's Sole--- Your Shoe Connect<U+0001F4DE> <U+263A><U+FE0F>","nigeria"
"1160643974056546304","1318455513932353537","2020-10-20 07:34:24","off_RicoMusic","Africa is waking up<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>

 in Nigeria #EndSARS   
In Zimbabwe #ZimbabweanLivesMatter
In Namibia #ShutItAllDown 
In the DRC #CongoIsBleeding 
In Cameroon #EndPhoneTax 
In South Africa #GBV #HumanTrafficking 

Africa has suffered enough and we are almost there.

#ENDBADGOVERNANCE","FALSE","TRUE","0","116",NA,"c(""EndSARS"", ""ZimbabweanLivesMatter"", ""ShutItAllDown"")","RealStan",""
"1145925747799810048","1318455359493689345","2020-10-20 07:33:48","PlaysClo","Start here. Start now. It's never been easier to make a difference in the fight against #humantrafficking. Canvas, advocate, learn, and give. For the millions still enslaved. <U+2060><U+2800>
Take action alongside thousands all over the world: https://t.co/LzVYLVP3Dc #GlobalFreedomSummit<U+2060> https://t.co/erpWryVYKY","FALSE","TRUE","0","29",NA,"humantrafficking","CloPlaysGames777","Seattle, WA"
"2466947639","1318454513427243008","2020-10-20 07:30:26","paul_utomi","Africa is waking up<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>

 in Nigeria #EndSARS   
In Zimbabwe #ZimbabweanLivesMatter
In Namibia #ShutItAllDown 
In the DRC #CongoIsBleeding 
In Cameroon #EndPhoneTax 
In South Africa #GBV #HumanTrafficking 

Africa has suffered enough and we are almost there.

#ENDBADGOVERNANCE","FALSE","TRUE","0","116",NA,"c(""EndSARS"", ""ZimbabweanLivesMatter"", ""ShutItAllDown"")","Paul utomi","Lagos, Nigeria"
"795738986","1318454198732836864","2020-10-20 07:29:11","INPUW","Prof. Zbigniew Lasocik zaprasza do akcji. 

Pomarancza symbolem walki z handlem ludzmi. 

18 pazdziernik - Europejski dzien walki z handlem ludzmi. 

#handelludzmi #protokolzpermo #obhluw #obhl #humantrafficking #palermoprotocol #uw 

Nominuje: @lukaszzamecki @INPUW @Adbodnar https://t.co/glnRRt2ZYa","FALSE","TRUE","0","0",NA,NA,"WNPiSM UW","Warszawa"
"894317367160909824","1318454142063575040","2020-10-20 07:28:57","nolimitrams","Guys this thing is real!!! My Colleague almost Got Kidnapped in VEREENGING CBD yesterday!!! Please retweet for Awareness!! #HumanTrafficking <U+0001F494><U+0001F494><U+0001F494><U+0001F494> https://t.co/XvImWrNrh4","FALSE","TRUE","0","4911",NA,NA,"semi waves","Jhb"
"1195697474222116864","1318453392482631680","2020-10-20 07:25:59","Anonymo31925207","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","justice",""
"706034605","1318453374744973314","2020-10-20 07:25:54","resa_montez","Africa is waking up<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>

 in Nigeria #EndSARS   
In Zimbabwe #ZimbabweanLivesMatter
In Namibia #ShutItAllDown 
In the DRC #CongoIsBleeding 
In Cameroon #EndPhoneTax 
In South Africa #GBV #HumanTrafficking 

Africa has suffered enough and we are almost there.

#ENDBADGOVERNANCE","FALSE","TRUE","0","116",NA,"c(""EndSARS"", ""ZimbabweanLivesMatter"", ""ShutItAllDown"")","Thatnorthernwoman","Earth"
"1260090467007504384","1318453341257687040","2020-10-20 07:25:46","badabingstheme","@vanguardngrnews Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","5",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Onyeka Frederick Mbanu JR","Abu Dhabi, United Arab Emirate"
"2449397116","1318453318860111872","2020-10-20 07:25:41","Oba_47","@segalink @SIAF_NG Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","36",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","March 27th<U+270C>","Nigeria"
"1179439070088454144","1318453203399213056","2020-10-20 07:25:14","AjagbeOmasan","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Omasan Ajagbe","Warri,Nigeria."
"1094311396685373442","1318453060138577921","2020-10-20 07:24:39","_adabristol","@segalink @SIAF_NG Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","36",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","4PF Cypher","Port Harcourt"
"1245770402728681474","1318453037329952768","2020-10-20 07:24:34","Nature28724226","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Nature","Nigeria/Sao Tome and Principe"
"1035860894591410176","1318452654159384576","2020-10-20 07:23:03","ZULIKHAT2","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","ZULIKHAT",""
"778630867950460929","1318452650619228161","2020-10-20 07:23:02","NewsAt20","Mississippi AG's office leads undercover operation focused on human trafficking: Human trafficking has no place in our communities,” Attorney General Lynn Fitch said, “And, it is one of my highest priorities to put an end… https://t.co/DOIYb1c27b #humantrafficking #trafficking","FALSE","TRUE","0","1",NA,NA,"News","New York, USA"
"1047444853","1318452538488819713","2020-10-20 07:22:35","TudorTweep","COLDHARBOUR 
Planned #publicationday : 06/11/2020 on #KindleUnlimited 

https://t.co/K0s36ubA38

#October #NovemberIsComing 
#NewBook #CrimeFiction #MYSTERY #MurderMystery #thriller 
#WritingCommunity #Writer #amreading #Read #HumanTrafficking https://t.co/6qmmCWhqfH","FALSE","TRUE","0","124",NA,"c(""publicationday"", ""KindleUnlimited"", ""October"")","Gemma Lawrence","Wild, windy, wonderful Wales"
"986750503","1318452525020839936","2020-10-20 07:22:32","MonicavanDelden","Mississippi AG's office leads undercover operation focused on human trafficking: Human trafficking has no place in our communities,” Attorney General Lynn Fitch said, “And, it is one of my highest priorities to put an end… https://t.co/DOIYb1c27b #humantrafficking #trafficking","FALSE","FALSE","0","1",NA,"c(""humantrafficking"", ""trafficking"")","Monicatwit","Haarlem"
"1098438982554320896","1318452461787635712","2020-10-20 07:22:17","alt_taki","@Nedunaija @Kisszyu_18047 Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","2",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","@The_Alt_Taki <U+0001F590><U+261D>","Back of the house"
"755467114547404800","1318452427759255555","2020-10-20 07:22:09","ghost4rmafrica","@aproko_doctor Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","66",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Prof(Affidavit )<U+70CF><U+5207> Mfalme","Earth"
"428445865","1318452409706946560","2020-10-20 07:22:04","megatwingo","EU - Members of #EU-Funded #NGOs #Arrested in #Greece <U+0001F1EC><U+0001F1F7> for #HumanTrafficking and #Espionage! -- #RedPillGermany... <U+0001F1EA><U+0001F1FA>
https://t.co/BqBgTIBXzg","FALSE","TRUE","0","1",NA,"c(""EU"", ""NGOs"", ""Arrested"", ""Greece"", ""HumanTrafficking"", ""Espionage"", ""RedPillGermany"")","Megatwingo Mega","Deutschland"
"187881924","1318452273333325825","2020-10-20 07:21:32","nneka1806","@AyoBankole @feminist_co Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","22",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Nneka","Nigeria"
"132653724","1318452069741854720","2020-10-20 07:20:43","OyinVA","@Nedunaija @Kisszyu_18047 Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","2",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Queen.","Byron Bay, New South Wales"
"1861978141","1318451985818046465","2020-10-20 07:20:23","jayson_1010","@zeezish_ @Kisszyu_18047 Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","1",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","King Inevitables<U+2764>","Mystic falls"
"167829471","1318451868276826112","2020-10-20 07:19:55","Spaceman_YNA","@Rene_noire Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","73",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Yinka Ajai","Imaginary"
"4513796542","1318451654723801088","2020-10-20 07:19:04","dert1771","#Ukraine and #Romania were big sources for #HumanTrafficking and were the #smuggling route for goods in and out of #Russia. #Communist #Oligarchs deeply involved. #TRUMP2020ToSaveAmerica #GreatAwakeningWorldwide #MAGA2020 https://t.co/1hArerAAoC","FALSE","TRUE","0","1",NA,"c(""Ukraine"", ""Romania"", ""HumanTrafficking"", ""smuggling"", ""Russia"")","dertnig juergen",""
"1102258538368380930","1318451179039457280","2020-10-20 07:17:11","Rhuqiee","@AyoBankole @feminist_co Our people Africa have suffered enough. In Zimbabwe #ZimbabweanLivesMatter in Nigeria #EndSARS    in Namibia #ShutItAllDown in the DRC #CongoIsBleeding in Cameroon #EndPhoneTax and in South Africa #GBV #HumanTrafficking . Africa unite to stop the suffering of our people <U+270A><U+0001F3FD>","FALSE","TRUE","0","22",NA,"c(""ZimbabweanLivesMatter"", ""EndSARS"")","Ruqayyah",""
"372690905","1318450983748440064","2020-10-20 07:16:24","TumiHloshe","<U+0001F4AF>
#HumanTrafficking  | Somizi | Pinetown | #Ozone | #orlandopirates https://t.co/9jshWwQ96j","FALSE","TRUE","0","2",NA,"c(""HumanTrafficking"", ""Ozone"", ""orlandopirates"")","Itumeleng Hloshe","South Africa"
"3089222220","1318450872163192832","2020-10-20 07:15:58","YvonneJonah","Africa is waking up<U+270A><U+0001F3FE><U+270A><U+0001F3FE><U+270A><U+0001F3FE>

 in Nigeria #EndSARS   
In Zimbabwe #ZimbabweanLivesMatter
In Namibia #ShutItAllDown 
In the DRC #CongoIsBleeding 
In Cameroon #EndPhoneTax 
In South Africa #GBV #HumanTrafficking 

Africa has suffered enough and we are almost there.

#ENDBADGOVERNANCE","FALSE","TRUE","0","116",NA,"c(""EndSARS"", ""ZimbabweanLivesMatter"", ""ShutItAllDown"")","Yvonne Jonah #EndSARS","Port Harcourt"
